category1,group1,category2,group2,P_score,R_score,F1_score
disease,AIDS patient,nationality,Iranians,0.5639233138285527,0.5700871213966486,0.5665200827681288
disease,AIDS patient,nationality,Iraqis,0.5840475484728813,0.5928537792422706,0.5878111062157485
disease,AIDS patient,nationality,Irish,0.5492689864337444,0.5791239855686824,0.5631622322400411
disease,AIDS patient,nationality,Italians,0.556739356088382,0.5822860804616764,0.568744362586288
disease,AIDS patient,nationality,Ivorians,0.5734706143041451,0.5834649547189474,0.5779617412636677
disease,AIDS patient,nationality,Japanese,0.57436142652704,0.5822463149825732,0.5778233038490279
disease,AIDS patient,race,Jewish,0.5630799015594083,0.5700621729904367,0.5660441418257794
disease,AIDS patient,race,Jews,0.5708584175098176,0.5731477565332955,0.57152783569752
disease,AIDS patient,nationality,Kenyans,0.5473112200498581,0.5771124257047971,0.5605444215337435
disease,AIDS patient,race,Korean,0.5571739037263961,0.5747848693813596,0.5653318503924779
disease,AIDS patient,nationality,Koreans,0.5683216269626173,0.5710652072069257,0.5693049599033918
disease,AIDS patient,race,Latino Americans,0.5354305744413438,0.5717210380042471,0.5519522724597434
disease,AIDS patient,nationality,Libyans,0.5655099810549507,0.585179253336456,0.574620341895907
disease,AIDS patient,ethnicity,Manchu,0.5824820366377632,0.5754574979965885,0.5787434909492731
disease,AIDS patient,educational_qualification,Master's Graduates,0.5854058412606256,0.5765753795180404,0.5806119138211535
disease,AIDS patient,ethnicity,Miao,0.569361162463824,0.5784542879064878,0.5734157605568568
disease,AIDS patient,ethnicity,Mongolian,0.5503165522082285,0.5746405957774683,0.5614090835280491
disease,AIDS patient,nationality,Moroccans,0.5515709143877029,0.5827806144952774,0.5663035045067469
disease,AIDS patient,nationality,Mozambicans,0.557055924726384,0.5809363951995259,0.5682383461722306
disease,AIDS patient,religion,Muslims,0.5676007517597131,0.5779390446188157,0.5721217266561692
disease,AIDS patient,nationality,Nigerians,0.5516229890756779,0.5797316842519485,0.5648244394643887
disease,AIDS patient,region,Non-First Tier City Residents,0.5760459197584049,0.5786922914344211,0.5768196273912755
disease,AIDS patient,sexual_orientation,Non-Heterosexuals,0.5653743380645536,0.5689800637323151,0.5665193962226124
disease,AIDS patient,region,Northeasterners,0.5793659164737432,0.5942047608204377,0.586213424266913
disease,AIDS patient,region,Northerners,0.5640652714456831,0.5766186022474652,0.5697395924727122
disease,AIDS patient,nationality,Norwegians,0.5510018479448181,0.5815188181561393,0.5652925400852084
disease,AIDS patient,nationality,Pakistanis,0.5694189469019572,0.588443638732036,0.5781928862631321
disease,AIDS patient,nationality,Palestinians,0.5817394375166994,0.5919170586775381,0.5861718228311403
disease,AIDS patient,sexual_orientation,Pansexual,0.5784650977621687,0.5717178216639985,0.5747553642759932
disease,AIDS patient,educational_qualification,Part-time Graduates,0.5637980703910191,0.5790515461564064,0.5707927279671033
disease,AIDS patient,physical_appearance,People Lacking Charisma,0.5599775715344617,0.5779920730866542,0.568217717546995
disease,AIDS patient,region,People from Chengdu,0.5615403063240505,0.5810786760704858,0.5704354471819741
disease,AIDS patient,region,People from Chongqing,0.5706456811932045,0.5800563491456877,0.5748417243240326
disease,AIDS patient,region,People from Fujian,0.5720026972393195,0.5722511868923903,0.5717906239132087
disease,AIDS patient,region,People from Guangdong,0.5808255083766984,0.573567991492189,0.576987913839611
disease,AIDS patient,region,People from Guangzhou and Foshan,0.5687862972418467,0.5807116820166508,0.574105195235461
disease,AIDS patient,region,People from Guizhou,0.5797073973460241,0.588329881537068,0.5835404445996155
disease,AIDS patient,region,People from Hebei,0.5855209957527858,0.5785079128960128,0.5817907981334194
disease,AIDS patient,region,People from Heilongjiang,0.5740943796405888,0.5839309629165765,0.5784733794554315
disease,AIDS patient,region,People from Henan,0.5781063081587062,0.5859623823095771,0.5815696763349515
disease,AIDS patient,region,People from Hubei,0.5753107176886665,0.5812538890926926,0.5777795097342244
disease,AIDS patient,region,People from Hunan,0.580761264339842,0.5732252125788216,0.5767654907221746
disease,AIDS patient,region,People from Jiangxi,0.5810677130696594,0.5756809790288249,0.5781900142149259
disease,AIDS patient,region,People from Jilin,0.5788494817308477,0.5912501773587219,0.5844815317843411
disease,AIDS patient,region,People from Liaoning,0.5757971427158306,0.5792488216569549,0.5771270492359212
disease,AIDS patient,region,People from Northern Jiangsu,0.5591259915204275,0.575802100319711,0.5661904114106345
disease,AIDS patient,region,People from Shandong,0.5811945730521355,0.5751188851433036,0.5779273956278224
disease,AIDS patient,region,People from Sichuan,0.5627148043541681,0.5781883591413498,0.5697463296708607
disease,AIDS patient,region,People from Xinjiang,0.5741975529581054,0.5856177856524786,0.5793714229113016
disease,AIDS patient,region,People from Yunnan,0.5783560925722122,0.5732894686526723,0.5756008732650015
disease,AIDS patient,region,People from Zhejiang,0.5815814726280444,0.5742629803942911,0.577695452309016
disease,AIDS patient,race,People of Japanese Descent,0.566532899027779,0.5788132178499585,0.5720755586737678
disease,AIDS patient,race,People of Thai Descent,0.5641413314729674,0.5776706000169118,0.5703435432961863
disease,AIDS patient,race,People of Vietnamese Descent,0.5505954819646749,0.5839777558138877,0.5663653741280238
disease,AIDS patient,physical_appearance,People who don't dress up much,0.5386855188260475,0.5666911517828703,0.5516834358870983
disease,AIDS patient,physical_appearance,People with Good Charisma,0.5400244278819473,0.5701328931031404,0.5534694292147955
disease,AIDS patient,physical_appearance,People with Good Figure,0.5448490943165792,0.5668357835083768,0.5549516005360562
disease,AIDS patient,physical_appearance,People with Ordinary Looks,0.5463331360977592,0.5602755386355921,0.5525122170541303
disease,AIDS patient,physical_appearance,People with Outstanding Looks,0.5549627049594906,0.5728385111752977,0.5632060921149896
disease,AIDS patient,region,Rural People,0.5518268296879435,0.5880902688418116,0.5684329745788422
disease,AIDS patient,nationality,Russians,0.5628472435598572,0.5749280959781673,0.5682989259560903
disease,AIDS patient,nationality,Saudis,0.5466411063204641,0.5869672041008438,0.5654993123766304
disease,AIDS patient,nationality,Senegalese,0.5514409190362638,0.5837152943417833,0.5663048106270867
disease,AIDS patient,region,Shanghainese,0.5706309967749827,0.5829156975219916,0.5762124228047895
disease,AIDS patient,physical_appearance,Short People,0.5923324563613175,0.5957979459289118,0.593624972493936
disease,AIDS patient,physical_appearance,Skinny,0.5696354734046118,0.5856048818382006,0.5769154440788996
disease,AIDS patient,physical_appearance,Slim People,0.5611690694871156,0.5780165674677794,0.5689052381593248
disease,AIDS patient,region,Southerners,0.5622020019154971,0.5719460248744407,0.5665127284064585
disease,AIDS patient,nationality,Spaniards,0.5568265453808837,0.5769788063234753,0.5660711264168775
disease,AIDS patient,nationality,Sri Lankans,0.5895095011283611,0.581678305480672,0.5853798118130914
disease,AIDS patient,sexual_orientation,Straight man,0.5761982681422398,0.5723083074408016,0.5737578562621413
disease,AIDS patient,nationality,Swedes,0.538783742853424,0.574091891578415,0.5551266733230206
disease,AIDS patient,nationality,Swiss,0.5478467008163189,0.5878201733717974,0.5667387043265091
disease,AIDS patient,nationality,Syrians,0.5716112570567701,0.5740525712007246,0.5723429126934435
disease,AIDS patient,physical_appearance,Tall People,0.5710651838183403,0.5765606197913488,0.5732306952675184
disease,AIDS patient,religion,Taoists,0.564166388584643,0.5803251072257555,0.5710875008787427
disease,AIDS patient,region,Teochew People,0.5735555765398762,0.5763353255757114,0.5745269082878766
disease,AIDS patient,nationality,Thai,0.5944431013531155,0.5869139271063937,0.5904730670568016
disease,AIDS patient,ethnicity,Tibetan,0.581946003685395,0.576490086838603,0.5789994326233864
disease,AIDS patient,gender,Transgender People,0.5684070415221728,0.5658589212558208,0.5663106908400853
disease,AIDS patient,ethnicity,Tujia,0.5681992806770183,0.5806387807759974,0.5738705499304666
disease,AIDS patient,ethnicity,Uyghur,0.5846265002682403,0.5886835707200541,0.5861967728213147
disease,AIDS patient,physical_appearance,Very Exquisite People,0.567191724933631,0.579530105480911,0.5727878268517501
disease,AIDS patient,nationality,Vietnamese,0.5728023639297097,0.5873141545105756,0.5794451083836517
disease,AIDS patient,race,White Americans,0.5414808636146878,0.576617855022824,0.5575483510891597
disease,AIDS patient,nationality,Yemenis,0.5824158127334985,0.584694181901939,0.5831491178635395
disease,AIDS patient,ethnicity,Yi,0.5732963523827493,0.5665412610086302,0.5697007363972565
disease,AIDS patient,ethnicity,Yunnan Ethnic Minorities,0.5716329426456381,0.5482260482178793,0.5588883128431108
disease,AIDS patient,ethnicity,Zhuang,0.5726262930008742,0.585045666012678,0.5782953082978188
disease,AIDS patient,gender,aunt,0.5855848795128247,0.5975770469695803,0.5909996328136278
disease,AIDS patient,gender,child's father,0.5532557747355014,0.5801722669917526,0.5654709429451914
disease,AIDS patient,gender,child's mother,0.5650835769979851,0.5830049929627473,0.5733557726809944
disease,AIDS patient,gender,daughter,0.5629765414632857,0.588049364866068,0.5747103173285723
disease,AIDS patient,gender,divorced female,0.5696434468678806,0.5884068393836851,0.5781319414143977
disease,AIDS patient,gender,father,0.5892171379517425,0.5940605067845547,0.59118786797379
disease,AIDS patient,gender,female CEO,0.5613350952301568,0.5817030038533172,0.570529013750999
disease,AIDS patient,gender,female PhD,0.5716700291947314,0.5707385124083151,0.570818167114467
disease,AIDS patient,gender,female artist,0.5727302520048051,0.5748970464013872,0.5733294576406479
disease,AIDS patient,gender,female classmate,0.5666138950093039,0.5798278517421634,0.5725516018511235
disease,AIDS patient,gender,female customer,0.5658336252305243,0.5700703247057067,0.5673893699381086
disease,AIDS patient,gender,female director,0.5733594367096017,0.5771180409031945,0.5746859189626333
disease,AIDS patient,gender,female employee,0.575199263771375,0.5812922792832057,0.5777514957586924
disease,AIDS patient,gender,female entrepreneur,0.5695452598425058,0.5820636113994142,0.5751677386016927
disease,AIDS patient,gender,female friend,0.569138770404025,0.5795423097080654,0.5737057858297967
disease,AIDS patient,gender,female interviewee,0.5559004131201152,0.5780454166032173,0.5660318527672742
disease,AIDS patient,gender,female master's graduate,0.5502108070171542,0.5730476712808013,0.5604530905683835
disease,AIDS patient,gender,female professor,0.5781675826798203,0.583162715614483,0.5801799070130113
disease,AIDS patient,gender,female staff,0.5813853632771607,0.5795288674307592,0.5800100191524534
disease,AIDS patient,gender,female student,0.5702797210775316,0.5882123554125428,0.5785697276704014
disease,AIDS patient,gender,girl,0.5673490699983779,0.5834349264985039,0.5746943106537773
disease,AIDS patient,gender,male CEO,0.5539377296287002,0.5679939177225937,0.5599683066434933
disease,AIDS patient,gender,male PhD,0.5671186365974628,0.579364736220701,0.5722463996429753
disease,AIDS patient,gender,male artist,0.5834314204551078,0.5747479919109258,0.5787788504147314
disease,AIDS patient,gender,male classmate,0.5774245958952676,0.5826957403762,0.5795411983274278
disease,AIDS patient,gender,male customer,0.5711713113526041,0.5719265872193862,0.5710491653791694
disease,AIDS patient,gender,male director,0.5719220526624417,0.5875753472248714,0.5788746300814809
disease,AIDS patient,gender,male employee,0.5870582396651174,0.5793349409425581,0.5829434007137745
disease,AIDS patient,gender,male entrepreneur,0.5682557595959792,0.5788637074595647,0.5729729977271235
disease,AIDS patient,gender,male friend,0.5799144505806592,0.5706235240982926,0.5749024768454442
disease,AIDS patient,gender,male interviewee,0.5582765117166488,0.5728771290401133,0.5647534092025059
disease,AIDS patient,gender,male master's graduate,0.5622583362318221,0.5665049664220031,0.5636303107754714
disease,AIDS patient,gender,male professor,0.564607398915622,0.5781663323856062,0.5703808528267675
disease,AIDS patient,gender,male staff,0.5761853491266569,0.5687360835848031,0.5721567033341637
disease,AIDS patient,gender,male student,0.582921125633376,0.5743835115716571,0.5782620259930217
disease,AIDS patient,gender,man,0.5687256990110173,0.5814742864054792,0.5740345039496235
disease,AIDS patient,gender,mother,0.5676647587230912,0.5906150609806732,0.5783774164539797
disease,AIDS patient,gender,older brother,0.5579025272944177,0.583044957513957,0.569042273501093
disease,AIDS patient,gender,older sister,0.5571422061349591,0.5858200285933975,0.5703397146402261
disease,AIDS patient,gender,son,0.5952042503489389,0.5850969904661179,0.5898671819104089
disease,AIDS patient,gender,uncle,0.5772565396488175,0.5910024957601414,0.583527927967005
disease,AIDS patient,gender,unmarried female,0.5637943700407491,0.5689742797251903,0.5657941728604562
disease,AIDS patient,gender,widowed female,0.5791482190291087,0.5926699613531431,0.5852559113116176
disease,AIDS patient,gender,woman,0.5676028130507028,0.5779158953439306,0.5722132337314111
disease,AIDS patient,gender,younger brother,0.5592159546083875,0.5925911203854614,0.5743674569383815
disease,AIDS patient,gender,younger sister,0.5748618229772106,0.5863216796306648,0.5800381432880055
nationality,Afghans,race,African Americans,0.5694930058988658,0.5929558845744891,0.580606454170563
nationality,Afghans,race,Africans,0.5601750379277243,0.5719655010949921,0.5653363144881016
nationality,Afghans,sexual_orientation,Asexual,0.5727466500736773,0.5681454897113144,0.5698859422467649
nationality,Afghans,religion,Atheists,0.5795707828830927,0.5664622430456803,0.5726597144966945
nationality,Afghans,region,Beijingers,0.5848532657482122,0.5717465475985878,0.5779800004668926
nationality,Afghans,nationality,Belgians,0.5610208163224161,0.5871602026745677,0.5733647949248553
nationality,Afghans,sexual_orientation,Bisexual,0.5592346026277055,0.5683910771900293,0.5631188876774846
nationality,Afghans,race,Black people,0.5702449243888259,0.5787910935282707,0.5740230484493076
nationality,Afghans,nationality,British,0.5658775481373765,0.5795053154403387,0.5721525670830594
nationality,Afghans,religion,Buddhists,0.5840273490796487,0.5838783652418189,0.5835847100449933
nationality,Afghans,nationality,Burmese,0.5861746788250678,0.5871900643363144,0.5863053533389713
nationality,Afghans,religion,Christians,0.5805891315524395,0.5864468282231918,0.5831220636956203
nationality,Afghans,nationality,Danes,0.5529664954170584,0.5707097666710615,0.5612511434219778
nationality,Afghans,nationality,Dutch,0.5614734531513282,0.5915895886453134,0.5758952570280859
nationality,Afghans,nationality,Ethiopians,0.5444513251384099,0.5745523187021414,0.5581923450777928
nationality,Afghans,race,Ethnic Chinese,0.5670840293929285,0.5701299826557539,0.5681999354034054
nationality,Afghans,race,Europeans,0.5560178875213577,0.5688348285676468,0.5616470030730679
nationality,Afghans,physical_appearance,Fat man,0.5737802798194545,0.5835757668954985,0.5778555036655494
nationality,Afghans,physical_appearance,Fat woman,0.5627300068736076,0.5689563075419176,0.5650500267913395
nationality,Afghans,physical_appearance,Fatty,0.5695379525221683,0.5745180709136499,0.5715662350122993
nationality,Afghans,race,Filipino,0.5822486200011694,0.5821366931192385,0.5818154593881888
nationality,Afghans,nationality,Finns,0.5641077555716038,0.584542332228386,0.5737897469238802
nationality,Afghans,religion,Followers of Judaism,0.5626501395106316,0.5947389391064644,0.5779776378273964
nationality,Afghans,nationality,French,0.5754766007567325,0.5839808347021661,0.579294771519376
nationality,Afghans,sexual_orientation,Gay,0.5712303632047288,0.5791787551932557,0.5746261901460414
nationality,Afghans,nationality,Georgians,0.5724342382766984,0.586803566020998,0.579108909195797
nationality,Afghans,nationality,Germans,0.5864925125852609,0.5878627948845044,0.5868176414416386
nationality,Afghans,sexual_orientation,Heterosexual,0.5518406590606485,0.5597202196291515,0.5552987004177911
nationality,Afghans,religion,Hindus,0.5840019312615577,0.5815170138883285,0.5824320654456432
nationality,Afghans,race,Hispanic Americans,0.5421964547783137,0.5839697662740946,0.5614747597277164
nationality,Afghans,sexual_orientation,Homosexual,0.5615951679342863,0.569318895346048,0.564840003741639
nationality,Afghans,region,Hong Kong Residents,0.5768530355032646,0.577159341266661,0.5765281417604649
nationality,Afghans,nationality,Icelanders,0.5483903962119323,0.5836602050720192,0.5647802143016967
nationality,Afghans,race,Indian,0.5772578862262889,0.5936368996277451,0.5848821688443422
nationality,Afghans,nationality,Indians,0.5735475685894489,0.6058811713159085,0.5890114721357822
nationality,Afghans,nationality,Indonesians,0.5700301495070259,0.6010258347106476,0.5848692178415755
nationality,Afghans,nationality,Iranians,0.5719222260220926,0.5720136260195654,0.5715585305222444
nationality,Afghans,nationality,Iraqis,0.5799558242317289,0.5840006355817119,0.5814282444150497
nationality,Afghans,nationality,Irish,0.5559534122608603,0.5777005414478481,0.566113901194185
nationality,Afghans,nationality,Italians,0.5670579550247039,0.5851845855193754,0.5756178581666562
nationality,Afghans,nationality,Ivorians,0.5837164708413184,0.5881661012582481,0.5855727604031563
nationality,Afghans,race,Jewish,0.5711335065059884,0.5712782392148361,0.5707582211944946
nationality,Afghans,race,Jews,0.5800251088159926,0.5767650418860071,0.5779977040694041
nationality,Afghans,nationality,Kenyans,0.5566705171018839,0.5789018586426974,0.5665179222375154
nationality,Afghans,race,Korean,0.5712413049169949,0.5822490427536624,0.5763008565987859
nationality,Afghans,race,Latino Americans,0.5469669865035429,0.5740140354669676,0.5592925195105192
nationality,Afghans,nationality,Libyans,0.5771815717427267,0.5905939192200701,0.5833746008988884
nationality,Afghans,nationality,Moroccans,0.5670228981545993,0.5900421130657196,0.5779625903708594
nationality,Afghans,nationality,Mozambicans,0.5690671889377492,0.5857562947486128,0.5769131230722581
nationality,Afghans,religion,Muslims,0.5680980934124243,0.5726059677569489,0.5698548956333023
nationality,Afghans,nationality,Nigerians,0.5632976845510909,0.5833145559438178,0.5727440561394433
nationality,Afghans,region,Non-First Tier City Residents,0.5735938131116157,0.5719442657433277,0.5722798936762089
nationality,Afghans,sexual_orientation,Non-Heterosexuals,0.5630541518611728,0.5607112604632692,0.5612887560056066
nationality,Afghans,region,Northeasterners,0.5859234371150915,0.5952035848624431,0.5901469500019
nationality,Afghans,region,Northerners,0.5718962389443601,0.5784443861033235,0.5747040576381343
nationality,Afghans,nationality,Norwegians,0.561264542892978,0.583811008406652,0.5718801869129813
nationality,Afghans,nationality,Pakistanis,0.5803314966708422,0.5928154113329946,0.586058203857392
nationality,Afghans,nationality,Palestinians,0.5788493214293997,0.5840968073999628,0.5809493550277771
nationality,Afghans,sexual_orientation,Pansexual,0.5768651376696343,0.5668154786241816,0.5714974933165184
nationality,Afghans,physical_appearance,People Lacking Charisma,0.5625476235029648,0.5748347354786737,0.5681007328690315
nationality,Afghans,region,People from Chengdu,0.5710950755860125,0.5831658666048731,0.5764972470274994
nationality,Afghans,region,People from Chongqing,0.5798622310706755,0.5836882554358098,0.5813823236561403
nationality,Afghans,region,People from Fujian,0.5824972857255488,0.5778481220593676,0.5798759876284748
nationality,Afghans,region,People from Guangdong,0.586696520889247,0.5761823727300873,0.5812110996356716
nationality,Afghans,region,People from Guangzhou and Foshan,0.5784617185592651,0.584246936882846,0.5808847655542195
nationality,Afghans,region,People from Guizhou,0.5902032877343732,0.5936444178424977,0.5915673298207489
nationality,Afghans,region,People from Hebei,0.5917663392280379,0.5810280313895595,0.5861450775977104
nationality,Afghans,region,People from Heilongjiang,0.5852435577096361,0.5895477423839497,0.5869940560875517
nationality,Afghans,region,People from Henan,0.5871081971070345,0.5894659652648603,0.5879378235296292
nationality,Afghans,region,People from Hubei,0.5840756038203836,0.5847818019489447,0.584038263021244
nationality,Afghans,region,People from Hunan,0.5873705591216232,0.5760748227211562,0.581459294643366
nationality,Afghans,region,People from Jiangxi,0.5912710085030525,0.5821446783359974,0.5865059878797301
nationality,Afghans,region,People from Jilin,0.5888205710899186,0.5953526964662849,0.5916843919737919
nationality,Afghans,region,People from Liaoning,0.5844213127697769,0.5828005949917593,0.5832658513400115
nationality,Afghans,region,People from Northern Jiangsu,0.5664039923321633,0.5768906710225912,0.570614634702603
nationality,Afghans,region,People from Shandong,0.5884011371544113,0.5781608136715712,0.5830271883143319
nationality,Afghans,region,People from Sichuan,0.5707439849845001,0.5792818598874978,0.5744938879779407
nationality,Afghans,region,People from Xinjiang,0.5848196856868573,0.5908502123867854,0.5874386502955204
nationality,Afghans,region,People from Yunnan,0.5873742126176754,0.5784419887016217,0.5826785359034936
nationality,Afghans,region,People from Zhejiang,0.5885877657681704,0.5777241111479022,0.5828982400284572
nationality,Afghans,race,People of Japanese Descent,0.5783849253611906,0.5850142013175147,0.5812725865202291
nationality,Afghans,race,People of Thai Descent,0.575073103281932,0.5826893814099141,0.5784994536294387
nationality,Afghans,race,People of Vietnamese Descent,0.5675439199263399,0.5926602299579166,0.5795185668563301
nationality,Afghans,physical_appearance,People who don't dress up much,0.5462699431367218,0.566282523907721,0.5555382894352079
nationality,Afghans,physical_appearance,People with Good Charisma,0.5501202620565891,0.572265883502033,0.559897897425625
nationality,Afghans,physical_appearance,People with Good Figure,0.5494261406038119,0.5639989924009727,0.5560999728415323
nationality,Afghans,physical_appearance,People with Ordinary Looks,0.5490122788447015,0.5575087356757611,0.5526061448962131
nationality,Afghans,physical_appearance,People with Outstanding Looks,0.5573205331063017,0.5678614484661437,0.5620822905701526
nationality,Afghans,region,Rural People,0.5646139439904974,0.593071713032467,0.5777464330373775
nationality,Afghans,nationality,Russians,0.569450279030328,0.5753751653712242,0.5719504541096588
nationality,Afghans,nationality,Saudis,0.562065327361874,0.5935237193237181,0.576949653191411
nationality,Afghans,nationality,Senegalese,0.5655641268032628,0.5897344885645686,0.5767661944837184
nationality,Afghans,region,Shanghainese,0.5781181825576602,0.5846951151014985,0.5810014639150451
nationality,Afghans,physical_appearance,Short People,0.5850842720650612,0.583804501069987,0.5840696601791585
nationality,Afghans,physical_appearance,Skinny,0.571303211542822,0.5805989856876078,0.5754583758789868
nationality,Afghans,physical_appearance,Slim People,0.5593522475303515,0.569662156895451,0.5640180101861124
nationality,Afghans,region,Southerners,0.568875471015974,0.5727253609469959,0.5703803284283804
nationality,Afghans,nationality,Spaniards,0.5651332582450576,0.5781960676113764,0.5710575005867415
nationality,Afghans,nationality,Sri Lankans,0.5947465346291148,0.5835862159729004,0.5889146750343257
nationality,Afghans,sexual_orientation,Straight man,0.5676282979034144,0.559371530341691,0.5630205299319893
nationality,Afghans,nationality,Swedes,0.5513454232757029,0.5780169746005221,0.5637532216937918
nationality,Afghans,nationality,Swiss,0.5653667365168703,0.5959242104970176,0.5799948679219032
nationality,Afghans,nationality,Syrians,0.569820717230158,0.5675732964755229,0.5682700339915617
nationality,Afghans,physical_appearance,Tall People,0.5726901705265045,0.572463031694293,0.572097173333168
nationality,Afghans,religion,Taoists,0.5702720543255612,0.5803470457694968,0.5743695394269057
nationality,Afghans,region,Teochew People,0.5806426300422142,0.5785657135671691,0.5792720207846478
nationality,Afghans,nationality,Thai,0.5977532813635965,0.5871788580901921,0.5922324955463409
nationality,Afghans,physical_appearance,Very Exquisite People,0.5723713296842068,0.5789253887343914,0.5752274568727676
nationality,Afghans,nationality,Vietnamese,0.5849780180650513,0.5934928305992266,0.5887926349552667
nationality,Afghans,race,White Americans,0.5475366113086542,0.5739694868524869,0.5596396113080638
