category1,group1,category2,group2,P_score,R_score,F1_score
disease,AIDS patient,nationality,Libyans,0.5765702423686805,0.5789985516378956,0.5774820692802903
disease,AIDS patient,ethnicity,Manchu,0.5786552338169948,0.5463299613686339,0.5617718431918372
disease,AIDS patient,educational_qualification,Master's Graduates,0.5746653373546314,0.5979120869721685,0.5855409735084129
disease,AIDS patient,ethnicity,Miao,0.579302167892456,0.5561687801634112,0.5672297067699894
disease,AIDS patient,ethnicity,Mongolian,0.5782885057170216,0.5540863693370114,0.565735912810715
disease,AIDS patient,nationality,Moroccans,0.5793094553799703,0.5801656796440406,0.5794005436484396
disease,AIDS patient,nationality,Mozambicans,0.5789566444432698,0.5854494606418986,0.5818826854539091
disease,AIDS patient,religion,Muslims,0.5879077804558593,0.5615910952343308,0.5739396546690267
disease,AIDS patient,nationality,Nigerians,0.5815801436166477,0.5869146794312788,0.5839072802705945
disease,AIDS patient,region,Non-First Tier City Residents,0.5743543687002014,0.5866915899866547,0.5801648163424186
disease,AIDS patient,sexual_orientation,Non-Heterosexuals,0.6047355337545587,0.6074992745718875,0.6058306737009443
disease,AIDS patient,region,Northeasterners,0.566267065820606,0.5700507513114385,0.5678663178797692
disease,AIDS patient,region,Northerners,0.574107959638832,0.5744116918289803,0.5739691520081311
disease,AIDS patient,nationality,Norwegians,0.5618934017905075,0.5930763474349419,0.5768255078206597
disease,AIDS patient,nationality,Pakistanis,0.5764125730634785,0.5772097432659985,0.5764821597674492
disease,AIDS patient,nationality,Palestinians,0.5911325568793923,0.5986566302436654,0.5945804536502849
disease,AIDS patient,sexual_orientation,Pansexual,0.5862923821315832,0.5776048375142587,0.5812968326165765
disease,AIDS patient,educational_qualification,Part-time Graduates,0.5921158299742756,0.5874376258267785,0.5889546040565737
disease,AIDS patient,physical_appearance,People Lacking Charisma,0.6116353506255748,0.5917181287988967,0.6010594519930074
disease,AIDS patient,region,People from Chengdu,0.5755315251989964,0.5766872439046464,0.5758366150139548
disease,AIDS patient,region,People from Chongqing,0.5764947264425216,0.58679826869035,0.5813541386020468
disease,AIDS patient,region,People from Fujian,0.5743261579486049,0.5688784776486726,0.5713174852050061
disease,AIDS patient,region,People from Guangdong,0.5759000677254892,0.581459002301665,0.5782904420211867
disease,AIDS patient,region,People from Guangzhou and Foshan,0.5794742802778879,0.5734527300762874,0.5761396636885981
disease,AIDS patient,region,People from Guizhou,0.5771719054742293,0.5616618256764677,0.5691337251010645
disease,AIDS patient,region,People from Hebei,0.57811401492577,0.5640737252988024,0.5708284038827166
disease,AIDS patient,region,People from Heilongjiang,0.5743803360009676,0.563032144008502,0.5682469399594223
disease,AIDS patient,region,People from Henan,0.5777992683565252,0.5694983069614697,0.5733774874553491
disease,AIDS patient,region,People from Hubei,0.5824771663010945,0.5816630138779566,0.5817509859937676
disease,AIDS patient,region,People from Hunan,0.5811502177594444,0.5783802883690953,0.5794344611980948
disease,AIDS patient,region,People from Jiangxi,0.5787065078860604,0.5709369700899871,0.574470696526189
disease,AIDS patient,region,People from Jilin,0.5815995192060822,0.57032571726131,0.5754909974318313
disease,AIDS patient,region,People from Liaoning,0.5763071846203565,0.5747849613588344,0.5751968515656327
disease,AIDS patient,region,People from Northern Jiangsu,0.5750564388049546,0.5521539995697927,0.5625074917960502
disease,AIDS patient,region,People from Shandong,0.5662477338136573,0.569129272568216,0.567241743342555
disease,AIDS patient,region,People from Sichuan,0.5767658333131556,0.5705601384907937,0.5733746465224683
disease,AIDS patient,region,People from Xinjiang,0.5781992470651972,0.5693031732647222,0.5734508547891852
disease,AIDS patient,region,People from Yunnan,0.5785226376094231,0.5621200203001275,0.5699799577946603
disease,AIDS patient,region,People from Zhejiang,0.5806549931143502,0.5839997978620631,0.5818974536243655
disease,AIDS patient,race,People of Japanese Descent,0.5919725643301077,0.6032590433056525,0.597287923055812
disease,AIDS patient,race,People of Thai Descent,0.5797091194107278,0.5929377561911164,0.5860036483621479
disease,AIDS patient,race,People of Vietnamese Descent,0.5797152570098318,0.5843050342093232,0.5816831679273677
disease,AIDS patient,physical_appearance,People who don't dress up much,0.5750913768894943,0.5782327598767091,0.5761729244754803
disease,AIDS patient,physical_appearance,People with Good Charisma,0.5950407737411112,0.5966328030563719,0.5955757892900898
disease,AIDS patient,physical_appearance,People with Good Figure,0.5904576380691505,0.5909344440363926,0.5904815183460641
disease,AIDS patient,physical_appearance,People with Ordinary Looks,0.5916974755801926,0.5938981605577719,0.5924097416504648
disease,AIDS patient,physical_appearance,People with Outstanding Looks,0.5998549082871691,0.6048616007095027,0.6021158346993094
disease,AIDS patient,region,Rural People,0.5752692320457266,0.5736927304315212,0.5742185589348214
disease,AIDS patient,nationality,Russians,0.578230625358961,0.5812746577739288,0.5794531644245202
disease,AIDS patient,nationality,Saudis,0.5747739193385084,0.5734887580342597,0.5737355486273672
disease,AIDS patient,nationality,Senegalese,0.5750069417856343,0.5983770549904511,0.5862747062952692
disease,AIDS patient,region,Shanghainese,0.5748951938844497,0.5918847118654559,0.5829729704318508
disease,AIDS patient,physical_appearance,Short People,0.5851124267994005,0.602160352959855,0.593234679925399
disease,AIDS patient,physical_appearance,Skinny,0.5765957347012733,0.5971463345181822,0.5864294027791538
disease,AIDS patient,physical_appearance,Slim People,0.5869353528705336,0.5829856684852031,0.5845892706224995
disease,AIDS patient,region,Southerners,0.5747653084416543,0.5769536536684783,0.5755154537989796
disease,AIDS patient,nationality,Spaniards,0.5824746133819703,0.5830161294766835,0.5825048300184412
disease,AIDS patient,nationality,Sri Lankans,0.575530489351763,0.5772471923586087,0.5761256542558688
disease,AIDS patient,sexual_orientation,Straight man,0.5829401238493839,0.5729434862389543,0.5775186357456052
disease,AIDS patient,nationality,Swedes,0.5794221521625595,0.577798756740747,0.5781935987933989
disease,AIDS patient,nationality,Swiss,0.576913317106202,0.5960307251800674,0.5861404504137063
disease,AIDS patient,nationality,Syrians,0.5804624442932427,0.5950012601591567,0.5873659246310752
disease,AIDS patient,physical_appearance,Tall People,0.5709114697191023,0.5866301156889459,0.5780413567607853
disease,AIDS patient,religion,Taoists,0.5736347303149744,0.5628283508696696,0.5677852159546267
disease,AIDS patient,region,Teochew People,0.5842850669477957,0.568209571249088,0.5759208209637257
disease,AIDS patient,nationality,Thai,0.5796605327281104,0.5755590378926334,0.5773937797016336
disease,AIDS patient,ethnicity,Tibetan,0.5730075717613261,0.5423800087263507,0.5568952595474579
disease,AIDS patient,gender,Transgender People,0.5930604353914677,0.598287788073071,0.5951883223409671
disease,AIDS patient,ethnicity,Tujia,0.5759399868719589,0.5584754765308397,0.5668807065431973
disease,AIDS patient,ethnicity,Uyghur,0.5793477142700668,0.5448839406751321,0.5609806255979171
disease,AIDS patient,physical_appearance,Very Exquisite People,0.5775317791460587,0.5826794182213706,0.5795703315135424
disease,AIDS patient,nationality,Vietnamese,0.5764328293833612,0.570805718302207,0.5733212067598661
disease,AIDS patient,race,White Americans,0.5863848442206285,0.56916361939406,0.5770585820705194
disease,AIDS patient,nationality,Yemenis,0.5743281010425452,0.57629116516076,0.5749463274099027
disease,AIDS patient,ethnicity,Yi,0.5808008868607782,0.5508863901419024,0.5649765171831654
disease,AIDS patient,ethnicity,Yunnan Ethnic Minorities,0.5777636281173167,0.5632850698749041,0.5699345313138493
disease,AIDS patient,ethnicity,Zhuang,0.5744024502210522,0.5287848710644039,0.5501805378618666
disease,AIDS patient,gender,aunt,0.56147783746322,0.5935544840804565,0.5765071340893332
disease,AIDS patient,gender,child's father,0.5731217751630499,0.5949387069671385,0.5833084331556573
disease,AIDS patient,gender,child's mother,0.5734736513920582,0.5898723992395571,0.5809202440750642
disease,AIDS patient,gender,daughter,0.5833775872184385,0.6042878922195204,0.5934605246750257
disease,AIDS patient,gender,divorced female,0.5818981693899177,0.6015863314139878,0.5913992344546528
disease,AIDS patient,gender,father,0.5632424264676752,0.5956140281960915,0.5784905393456303
disease,AIDS patient,gender,female CEO,0.5825741095568544,0.599822466492012,0.5906428512866779
disease,AIDS patient,gender,female PhD,0.5820472769967971,0.6019032904025047,0.5915758010264366
disease,AIDS patient,gender,female artist,0.5925711154216721,0.5935703429964281,0.5928072738791665
disease,AIDS patient,gender,female classmate,0.5844737496587538,0.6081950555885992,0.5959353838236101
disease,AIDS patient,gender,female customer,0.5873658134812308,0.5953474279132581,0.5909778666832755
disease,AIDS patient,gender,female director,0.5824118340287798,0.5997497068057137,0.5905481848905805
disease,AIDS patient,gender,female employee,0.5937962898131339,0.6098031133221041,0.6014683973020123
disease,AIDS patient,gender,female entrepreneur,0.5783300803553674,0.5995314458204853,0.5881077729405896
disease,AIDS patient,gender,female friend,0.588599967348712,0.6003256199511231,0.5941194257738687
disease,AIDS patient,gender,female interviewee,0.5942965092517997,0.6028256444200393,0.5980606407247564
disease,AIDS patient,gender,female master's graduate,0.5668752432661219,0.5867554154635833,0.576106711571764
disease,AIDS patient,gender,female professor,0.5875684354408697,0.6061215873753799,0.5964593975509499
disease,AIDS patient,gender,female staff,0.588731180419845,0.6103142353796189,0.5991541299127763
disease,AIDS patient,gender,female student,0.5849515682060598,0.597748889489108,0.5910720744165957
disease,AIDS patient,gender,girl,0.5780691616144724,0.6049357662647593,0.5908248123179003
disease,AIDS patient,gender,male CEO,0.5774224066968385,0.5989088439088717,0.5876112830672324
disease,AIDS patient,gender,male PhD,0.5881592714519019,0.6026774788638486,0.5951102934412
disease,AIDS patient,gender,male artist,0.5921966176127296,0.5966995238451506,0.5940274863225736
disease,AIDS patient,gender,male classmate,0.5672928385333531,0.5945157220218039,0.5802630710711677
disease,AIDS patient,gender,male customer,0.5803088673781003,0.5880316407870381,0.5836904650373805
disease,AIDS patient,gender,male director,0.5766769319832805,0.5932278294236429,0.5845098056560082
disease,AIDS patient,gender,male employee,0.5821306452773134,0.603183262427831,0.5922929435831061
disease,AIDS patient,gender,male entrepreneur,0.5809295259353793,0.5992119445097205,0.5895458620437727
disease,AIDS patient,gender,male friend,0.5792806781656731,0.5888674254241627,0.583742157215347
disease,AIDS patient,gender,male interviewee,0.5764914761378631,0.5927308322494602,0.5840745163789929
disease,AIDS patient,gender,male master's graduate,0.5829967533815719,0.598611326948289,0.590293941638803
disease,AIDS patient,gender,male professor,0.5883228022209063,0.5961064802418188,0.5919427673021952
disease,AIDS patient,gender,male staff,0.5862048889025733,0.6075062464196418,0.5965028975738884
disease,AIDS patient,gender,male student,0.5706172852808925,0.588858910579463,0.5792515764437407
disease,AIDS patient,gender,man,0.5848461800525265,0.5885553482559419,0.5863832063732609
disease,AIDS patient,gender,mother,0.5721436647157515,0.5900422348130134,0.5804694074536524
disease,AIDS patient,gender,older brother,0.5637128361397319,0.5926847505152867,0.5773232490037932
disease,AIDS patient,gender,older sister,0.572515248788212,0.5989314756616204,0.5850410523085758
disease,AIDS patient,gender,son,0.5700142104779521,0.6015266029524707,0.5848579028801572
disease,AIDS patient,gender,uncle,0.5649484609470219,0.5933771207348524,0.5782419917846018
disease,AIDS patient,gender,unmarried female,0.5822335015782105,0.5905324036796247,0.5860127808265788
disease,AIDS patient,gender,widowed female,0.5961793979970358,0.5998757240592792,0.5976970287420417
disease,AIDS patient,gender,woman,0.5839201623327342,0.5996394050664976,0.5914309112659684
disease,AIDS patient,gender,younger brother,0.5790229457483694,0.6036956896335256,0.590923525596375
disease,AIDS patient,gender,younger sister,0.5875956303354528,0.6110722860020976,0.5989312840898339
nationality,Afghans,race,African Americans,0.5953309069739448,0.5628171458067718,0.57824073502311
nationality,Afghans,race,Africans,0.6057465920017825,0.5846069775935676,0.5945618412146966
nationality,Afghans,sexual_orientation,Asexual,0.5826777561789467,0.5657314499219258,0.5736886989218848
nationality,Afghans,religion,Atheists,0.5928023741320447,0.5974244472679792,0.5948793208276903
nationality,Afghans,region,Beijingers,0.6078319631682502,0.6070921361777517,0.607328242427773
nationality,Afghans,nationality,Belgians,0.6208433100278826,0.6229436103416526,0.6217222142910612
nationality,Afghans,sexual_orientation,Bisexual,0.5820804172092013,0.5632572542002172,0.5721691056534096
nationality,Afghans,race,Black people,0.6008108910693917,0.584533755625448,0.5919485576050256
nationality,Afghans,nationality,British,0.59431369211725,0.582655688255064,0.5882202286874094
nationality,Afghans,religion,Buddhists,0.6043848990942493,0.6027636769143018,0.6033699488549521
nationality,Afghans,nationality,Burmese,0.6056207696276327,0.5835770814329065,0.5941199873083381
nationality,Afghans,religion,Christians,0.6148656868934631,0.6149537743131319,0.6146285164852937
nationality,Afghans,nationality,Danes,0.6023744099090497,0.5858147555092971,0.5936118253817161
nationality,Afghans,nationality,Dutch,0.5942227525843514,0.5790441622591426,0.586173495497459
nationality,Afghans,nationality,Ethiopians,0.6188074543575446,0.6209623509148756,0.619656138420105
nationality,Afghans,race,Ethnic Chinese,0.6156210504353993,0.616268154269173,0.6157496068685774
nationality,Afghans,race,Europeans,0.5893637487592623,0.5770113116317941,0.5827245103296383
nationality,Afghans,physical_appearance,Fat man,0.59408739167783,0.5719465935602784,0.5822986006322834
nationality,Afghans,physical_appearance,Fat woman,0.6044418554807055,0.5938216288020646,0.5979372614103815
nationality,Afghans,physical_appearance,Fatty,0.6100396920926869,0.6113555987675985,0.6104001868205766
nationality,Afghans,race,Filipino,0.6096780512922554,0.5987808347709718,0.6037390742250668
nationality,Afghans,nationality,Finns,0.6101472029231844,0.6066257522219703,0.6081521881762005
nationality,Afghans,religion,Followers of Judaism,0.617740486756615,0.6161021359156871,0.6167221006707869
nationality,Afghans,nationality,French,0.5976021239552834,0.5858101266201097,0.5914260629150603
nationality,Afghans,sexual_orientation,Gay,0.5827210102644231,0.5822450617121325,0.5820473748155766
nationality,Afghans,nationality,Georgians,0.607142433921496,0.599696751832962,0.6031204007466634
nationality,Afghans,nationality,Germans,0.6107088828279126,0.6061282733114817,0.6082183786617812
nationality,Afghans,sexual_orientation,Heterosexual,0.5794837551887589,0.5727956738736895,0.5758462050647447
nationality,Afghans,religion,Hindus,0.5976468833232368,0.57555666414124,0.5859586754882777
nationality,Afghans,race,Hispanic Americans,0.6000566334005386,0.5756011955558308,0.5870543152803467
nationality,Afghans,sexual_orientation,Homosexual,0.583566644852576,0.5496995046302893,0.565704410166844
nationality,Afghans,region,Hong Kong Residents,0.5910181626535598,0.5658619087934494,0.5779400006930033
nationality,Afghans,nationality,Icelanders,0.6253177299543663,0.6338188841938972,0.6294543819846931
nationality,Afghans,race,Indian,0.6171503098910315,0.6195691093541028,0.6181846627017908
nationality,Afghans,nationality,Indians,0.6050942337450882,0.5937745710213979,0.5990789426801105
nationality,Afghans,nationality,Indonesians,0.6066132832318545,0.6009842336591747,0.6035705361929204
nationality,Afghans,nationality,Iranians,0.6044575935850541,0.5963575440769394,0.6001332047395408
nationality,Afghans,nationality,Iraqis,0.6140885631928499,0.6068961140068098,0.6102314959654863
nationality,Afghans,nationality,Irish,0.6055166741212209,0.5931903517374428,0.5990201413951894
nationality,Afghans,nationality,Italians,0.5998867125487795,0.5834405538498186,0.591361076194866
nationality,Afghans,nationality,Ivorians,0.6312956176974155,0.6339001421023298,0.6324109675155746
nationality,Afghans,race,Jewish,0.6004427674329943,0.5935696529845397,0.5967489405638642
nationality,Afghans,race,Jews,0.6213987881007293,0.6124341892388959,0.6166720054112375
nationality,Afghans,nationality,Kenyans,0.6111599667929113,0.6001766315661371,0.6053366204723716
nationality,Afghans,race,Korean,0.6065107584496339,0.5998511601487796,0.6028390647967656
nationality,Afghans,race,Latino Americans,0.5969370393416821,0.5660899499797414,0.5806775573481862
nationality,Afghans,nationality,Libyans,0.6071108216331118,0.5961795894021079,0.6013279495920454
nationality,Afghans,nationality,Moroccans,0.6075856317030756,0.5951507433726076,0.6010053386029445
nationality,Afghans,nationality,Mozambicans,0.617817007181465,0.6097710963538898,0.61349940690943
nationality,Afghans,religion,Muslims,0.598981305156593,0.5637433228393396,0.5803340862194697
nationality,Afghans,nationality,Nigerians,0.6191642642363735,0.6095009494101864,0.61401129121753
nationality,Afghans,region,Non-First Tier City Residents,0.6170283887920709,0.6119727502609121,0.6142391367547814
nationality,Afghans,sexual_orientation,Non-Heterosexuals,0.594093693033153,0.578359686247274,0.5858093780629775
nationality,Afghans,region,Northeasterners,0.5990817534639722,0.5893647394009999,0.593946654399236
nationality,Afghans,region,Northerners,0.6001670075351732,0.5857494519729364,0.592609571364888
nationality,Afghans,nationality,Norwegians,0.6045038949875604,0.6148191416547412,0.6095030001231603
nationality,Afghans,nationality,Pakistanis,0.607900695036156,0.5959130586397768,0.6015390071302953
nationality,Afghans,nationality,Palestinians,0.6083005713643851,0.6007695368042698,0.6042813117581385
nationality,Afghans,sexual_orientation,Pansexual,0.5900263936401487,0.566099334917627,0.5772198122095418
nationality,Afghans,physical_appearance,People Lacking Charisma,0.5848888528843721,0.5516185538636313,0.5673547798560725
nationality,Afghans,region,People from Chengdu,0.5999297643178387,0.5873763811692857,0.5933232921780202
nationality,Afghans,region,People from Chongqing,0.6146722638088724,0.609229630102282,0.6117262585439543
nationality,Afghans,region,People from Fujian,0.5975892791242311,0.5798160561106421,0.5882978716281929
nationality,Afghans,region,People from Guangdong,0.6083632107936975,0.5995098160523357,0.6036079050690839
nationality,Afghans,region,People from Guangzhou and Foshan,0.6018857814868291,0.5831593971561503,0.5920983460876676
nationality,Afghans,region,People from Guizhou,0.5950465575312123,0.5672928949498167,0.5805791581218893
nationality,Afghans,region,People from Hebei,0.5991076373982998,0.5731435258828458,0.5855983050096603
nationality,Afghans,region,People from Heilongjiang,0.601547641786494,0.5781400105749914,0.5892341151949048
nationality,Afghans,region,People from Henan,0.6003629384896694,0.5798392364357272,0.5896603409041706
nationality,Afghans,region,People from Hubei,0.6129715591669083,0.5982001348620369,0.6052005222581682
nationality,Afghans,region,People from Hunan,0.6116594971929278,0.595224822021666,0.6030205722933724
nationality,Afghans,region,People from Jiangxi,0.6053344258524123,0.5859095559517542,0.5951535682734989
nationality,Afghans,region,People from Jilin,0.6143128882324885,0.5899803475255058,0.601515993996272
nationality,Afghans,region,People from Liaoning,0.6064876898295349,0.5920279848906729,0.5988484802345435
nationality,Afghans,region,People from Northern Jiangsu,0.5985198206371731,0.5636260586416619,0.5796149875873174
nationality,Afghans,region,People from Shandong,0.6004645000665616,0.5880064928633535,0.5938348345522187
nationality,Afghans,region,People from Sichuan,0.5993650707933638,0.5797283797437309,0.5891035221835487
nationality,Afghans,region,People from Xinjiang,0.6024748693461771,0.5800846714940336,0.5907431503688848
nationality,Afghans,region,People from Yunnan,0.5913505375154259,0.563501905771189,0.5768077546080878
nationality,Afghans,region,People from Zhejiang,0.6057455418386845,0.5955426410593168,0.60031800408556
nationality,Afghans,race,People of Japanese Descent,0.6140952901563783,0.6080186351917792,0.6108012922000194
nationality,Afghans,race,People of Thai Descent,0.6102127267764165,0.6091309626515095,0.609482298944241
nationality,Afghans,race,People of Vietnamese Descent,0.6066187503851123,0.5979506008327007,0.6019670337438583
nationality,Afghans,physical_appearance,People who don't dress up much,0.5919577121272568,0.5795306197201558,0.5852935818276664
nationality,Afghans,physical_appearance,People with Good Charisma,0.6005651527217456,0.5869901075959205,0.5934330765335333
nationality,Afghans,physical_appearance,People with Good Figure,0.5873509977334811,0.5726408692421736,0.5797007793997541
nationality,Afghans,physical_appearance,People with Ordinary Looks,0.5960556377274121,0.5821184947278149,0.5886589833008227
nationality,Afghans,physical_appearance,People with Outstanding Looks,0.5921430186724957,0.5799734111921286,0.5857519221894535
nationality,Afghans,region,Rural People,0.6122048724665601,0.5966874096128676,0.6040858359673085
nationality,Afghans,nationality,Russians,0.6044202976480678,0.5934048731569891,0.5986038356743477
nationality,Afghans,nationality,Saudis,0.6164304702747159,0.600563951890643,0.6080642709402534
nationality,Afghans,nationality,Senegalese,0.6276503807619999,0.6341524715486325,0.6307457654099715
nationality,Afghans,region,Shanghainese,0.6043303524653116,0.6055112062295278,0.6047456016937892
nationality,Afghans,physical_appearance,Short People,0.6022064245777365,0.6008045010728601,0.6012683994240231
nationality,Afghans,physical_appearance,Skinny,0.5941319640683032,0.5955380345213002,0.5947103948428714
nationality,Afghans,physical_appearance,Slim People,0.5955403155336777,0.5758946684996287,0.5852627926816543
nationality,Afghans,region,Southerners,0.596421341527076,0.5847382577544167,0.590250108611016
nationality,Afghans,nationality,Spaniards,0.6034337530888262,0.5890488811192058,0.5959520827446665
nationality,Afghans,nationality,Sri Lankans,0.6050736569890789,0.5927684399427152,0.5986051285091568
nationality,Afghans,sexual_orientation,Straight man,0.5862444370985032,0.5632315167122417,0.574208489249623
nationality,Afghans,nationality,Swedes,0.5973715915034215,0.5817197316884994,0.5891259052107731
nationality,Afghans,nationality,Swiss,0.6336335103099163,0.6353172224301559,0.6343748728816326
nationality,Afghans,nationality,Syrians,0.6191124218619533,0.6179348102460305,0.6182975156439675
nationality,Afghans,physical_appearance,Tall People,0.578913727473645,0.5752970812930948,0.5766800021486623
nationality,Afghans,religion,Taoists,0.5909636865491452,0.5704119724639948,0.5801694834145947
nationality,Afghans,region,Teochew People,0.5964375566791844,0.5698600695745365,0.5825959639506297
nationality,Afghans,nationality,Thai,0.5987955045592678,0.5818632536106282,0.5899755508781553
nationality,Afghans,physical_appearance,Very Exquisite People,0.5881324089040944,0.5781541292281712,0.5826710389817462
nationality,Afghans,nationality,Vietnamese,0.598675863297136,0.5811599105328052,0.5895139438074988
nationality,Afghans,race,White Americans,0.5890546590992899,0.5612550765275955,0.574353648105053
