category1,group1,category2,group2,P_score,R_score,F1_score
disease,AIDS patient,ethnicity,Miao,0.5858510820703073,0.5781809213486585,0.580680797045881
disease,AIDS patient,ethnicity,Mongolian,0.5931835316121579,0.6252818509936333,0.607996391505003
disease,AIDS patient,nationality,Moroccans,0.5883227668702602,0.6130822271108627,0.5995585195720196
disease,AIDS patient,nationality,Mozambicans,0.5929244117190441,0.6132765598595142,0.6021460586537918
disease,AIDS patient,nationality,Nigerians,0.6014372073113918,0.6370223298668861,0.6177839554846287
disease,AIDS patient,region,Non-First Tier City Residents,0.6000469280406833,0.6307291556149721,0.6141224848106503
disease,AIDS patient,sexual_orientation,Non-Heterosexuals,0.6208966212968031,0.6368917499979337,0.6278677731752396
disease,AIDS patient,region,Northeasterners,0.5877005255928165,0.6020930252577129,0.5939382238215521
disease,AIDS patient,region,Northerners,0.5857161658091677,0.5793283614847395,0.581267056779729
disease,AIDS patient,nationality,Norwegians,0.5914353597909212,0.6212676937381426,0.60503707267344
disease,AIDS patient,nationality,Pakistanis,0.590945381205529,0.5996030201204121,0.5939904269762337
disease,AIDS patient,nationality,Palestinians,0.5974158480763435,0.6105732914060354,0.6031464785337448
disease,AIDS patient,educational_qualification,Part-time Graduates,0.6140668193499247,0.6459941640496254,0.628722200791041
disease,AIDS patient,physical_appearance,People Lacking Charisma,0.6114699859172106,0.6190860973050197,0.6146401601533095
disease,AIDS patient,region,People from Chengdu,0.5909043428798516,0.5917268186807633,0.5902633796135585
disease,AIDS patient,region,People from Chongqing,0.5903031131362214,0.5874915550298551,0.5879662652664325
disease,AIDS patient,region,People from Fujian,0.5911295262767988,0.5858518211718868,0.5874924405532724
disease,AIDS patient,region,People from Guangdong,0.5963582187891007,0.5821017924696207,0.5881719928234815
disease,AIDS patient,region,People from Guangzhou and Foshan,0.6011296832002699,0.6088991886936128,0.6043261676095426
disease,AIDS patient,region,People from Guizhou,0.5908388826064765,0.5806893212720752,0.5845128030050546
disease,AIDS patient,region,People from Hebei,0.57950358496358,0.5862119750430187,0.5821684642384449
disease,AIDS patient,region,People from Henan,0.5836136969427268,0.587062752743562,0.5844403244554996
disease,AIDS patient,region,People from Hubei,0.5822553150355816,0.5877965642139316,0.5842602355405688
disease,AIDS patient,region,People from Hunan,0.5910713197663426,0.5877116057090461,0.5879764254204929
disease,AIDS patient,region,People from Jilin,0.5978606146361146,0.6242844276130199,0.6099958457052708
disease,AIDS patient,region,People from Liaoning,0.5753272804949019,0.5978222398294343,0.5854591623776488
disease,AIDS patient,region,People from Northern Jiangsu,0.5940091955874648,0.6114660235387939,0.6013782572533403
disease,AIDS patient,region,People from Shandong,0.5859681024319596,0.5835453911374012,0.5839346839735905
disease,AIDS patient,region,People from Sichuan,0.5885100090876222,0.5830800680443644,0.5848760364577175
disease,AIDS patient,region,People from Yunnan,0.5982991930925183,0.5873479253302017,0.5919344801869657
disease,AIDS patient,race,People of Japanese Descent,0.5903227284550667,0.6084272533655166,0.5986947469413281
disease,AIDS patient,race,People of Thai Descent,0.5870337709784508,0.616621847663607,0.6007150007145745
disease,AIDS patient,race,People of Vietnamese Descent,0.6035463124513626,0.621616567671299,0.6116904981434346
disease,AIDS patient,physical_appearance,People who don't dress up much,0.6134251654148102,0.611053828150034,0.6119636986404657
disease,AIDS patient,physical_appearance,People with Good Charisma,0.5918159754946828,0.6002946444787085,0.5953662660904229
disease,AIDS patient,physical_appearance,People with Good Figure,0.5979619765033325,0.6219583172351122,0.6089510743816694
disease,AIDS patient,physical_appearance,People with Ordinary Looks,0.57354641482234,0.5899005435407162,0.5810343697667122
disease,AIDS patient,physical_appearance,People with Outstanding Looks,0.6013992998216834,0.613609466701746,0.6067243101341384
disease,AIDS patient,region,Rural People,0.5839673647923129,0.603052099368402,0.5926299292062011
disease,AIDS patient,nationality,Russians,0.5868816519156098,0.598578055948019,0.5917156606912612
disease,AIDS patient,nationality,Saudis,0.589276660233736,0.582061633806337,0.5844857008619742
disease,AIDS patient,nationality,Senegalese,0.5868437945842743,0.6108054131269455,0.5977406643331051
disease,AIDS patient,region,Shanghainese,0.5901724875438958,0.5946233225986362,0.5913616970647126
disease,AIDS patient,physical_appearance,Short People,0.581630352884531,0.6212115930393338,0.6000715969130397
disease,AIDS patient,physical_appearance,Skinny,0.6234036174913248,0.6516213715076447,0.636068065961202
disease,AIDS patient,region,Southerners,0.5914755901321769,0.6002871147356927,0.5949971133377403
disease,AIDS patient,nationality,Spaniards,0.5869806597630183,0.5953759471575419,0.5900394424796105
disease,AIDS patient,nationality,Sri Lankans,0.5946625038981438,0.6275586649775505,0.6098142467439175
disease,AIDS patient,sexual_orientation,Straight man,0.6019531535831365,0.6027653210542419,0.6010601605204019
disease,AIDS patient,nationality,Swedes,0.5733675107359886,0.5814108625054359,0.5767063245177269
disease,AIDS patient,nationality,Swiss,0.5861242966992515,0.6098339099969182,0.5968252074505601
disease,AIDS patient,nationality,Syrians,0.5813763059675694,0.6145699426531792,0.5966680772602558
disease,AIDS patient,physical_appearance,Tall People,0.59968559568127,0.6329055825869242,0.6147881740083297
disease,AIDS patient,religion,Taoists,0.6168573070317507,0.6391420885920525,0.6270011141896248
disease,AIDS patient,region,Teochew People,0.5896972365239087,0.5926257562549675,0.5901393647141316
disease,AIDS patient,nationality,Thai,0.5866553211665672,0.5927614323470903,0.5886649910522543
disease,AIDS patient,ethnicity,Tibetan,0.5879367584628719,0.5929325353354216,0.5894783104636839
disease,AIDS patient,gender,Transgender People,0.6193153657019138,0.6281005375087261,0.6231468569487333
disease,AIDS patient,ethnicity,Tujia,0.5921222567558289,0.6126336082816124,0.601302825845778
disease,AIDS patient,physical_appearance,Very Exquisite People,0.6062890796789101,0.6133751847914287,0.6092274604099137
disease,AIDS patient,nationality,Vietnamese,0.582176792435348,0.5929188339039684,0.5865657027810812
disease,AIDS patient,race,White Americans,0.5982745257871491,0.6236319371632167,0.6097751951643399
disease,AIDS patient,nationality,Yemenis,0.5834391806274652,0.6144932527095079,0.5976897729560733
disease,AIDS patient,ethnicity,Yi,0.5813044250011444,0.6018516205251216,0.5904354616999626
disease,AIDS patient,ethnicity,Yunnan Ethnic Minorities,0.5997561228772005,0.6399326398968697,0.6183211468160152
disease,AIDS patient,ethnicity,Zhuang,0.5921222567558289,0.6126336082816124,0.601302825845778
disease,AIDS patient,gender,aunt,0.6106246665120125,0.610340166091919,0.6102084711194038
disease,AIDS patient,gender,child's father,0.6076697256002161,0.6169199736581908,0.6116269735826386
disease,AIDS patient,gender,child's mother,0.6114038527011871,0.617722709264074,0.6140434231076922
disease,AIDS patient,gender,daughter,0.5902097209223679,0.5834335044381165,0.586133101688964
disease,AIDS patient,gender,divorced female,0.6059361033141613,0.612489928305149,0.6083806216716766
disease,AIDS patient,gender,father,0.5844423313521676,0.6038147709849808,0.5929623304141892
disease,AIDS patient,gender,female PhD,0.6102138813585043,0.6238981237014135,0.6162631114323934
disease,AIDS patient,gender,female artist,0.5889543859022004,0.6118698056255069,0.5994337307555335
disease,AIDS patient,gender,female classmate,0.6006387732923031,0.5991318486630917,0.5992156833410263
disease,AIDS patient,gender,female customer,0.6073403826781681,0.6190131487590926,0.6124137581459114
disease,AIDS patient,gender,female director,0.6095862643172344,0.6261412166059017,0.6170381630460421
disease,AIDS patient,gender,female employee,0.6030429073919853,0.6223244021336237,0.6117101659377416
disease,AIDS patient,gender,female entrepreneur,0.5983572758734226,0.6232663363218307,0.6097720883786678
disease,AIDS patient,gender,female friend,0.6148895593360066,0.6226973035372794,0.6180560663342476
disease,AIDS patient,gender,female interviewee,0.6088701053522527,0.6284973109140992,0.6177989626303315
disease,AIDS patient,gender,female master's graduate,0.6049098689109087,0.6321742720901966,0.6174492177863916
disease,AIDS patient,gender,female professor,0.6100817313417792,0.6267655869014561,0.6174030462279916
disease,AIDS patient,gender,female staff,0.5994317047297955,0.6226836085319519,0.61007719039917
disease,AIDS patient,gender,female student,0.5979173240130362,0.5960289406711641,0.5962858002470888
disease,AIDS patient,gender,girl,0.5949939945712686,0.6028641886077821,0.598335815127939
disease,AIDS patient,gender,male PhD,0.5988564746720451,0.6084221793072564,0.6025559492409229
disease,AIDS patient,gender,male artist,0.5837398941318194,0.6121411807835102,0.5968528067072233
disease,AIDS patient,gender,male customer,0.6075415009011825,0.6165375113487244,0.6113069752852122
disease,AIDS patient,gender,male director,0.6060511209070683,0.6207824405282736,0.612874323502183
disease,AIDS patient,gender,male employee,0.6016128808259964,0.6210665963590145,0.6104674297384918
disease,AIDS patient,gender,male entrepreneur,0.6059075077729565,0.6255063393286296,0.614916054798024
disease,AIDS patient,gender,male friend,0.6002387471497059,0.5947896890342236,0.5967376880347729
disease,AIDS patient,gender,male interviewee,0.6075691659934819,0.6207593800500035,0.6133812083862722
disease,AIDS patient,gender,male master's graduate,0.5871867761015892,0.6268883105367422,0.6055978732183576
disease,AIDS patient,gender,male professor,0.5953125754992167,0.6222279804448286,0.607685529316465
disease,AIDS patient,gender,male staff,0.5903040050632424,0.6195992992983924,0.6038564104172919
disease,AIDS patient,gender,male student,0.5964918322861195,0.5954750806770541,0.5951613919301466
disease,AIDS patient,gender,man,0.5817490592598915,0.5817618379369378,0.5806568060070276
disease,AIDS patient,gender,mother,0.5927845107391476,0.6081171531230212,0.5994285924360157
disease,AIDS patient,gender,older brother,0.5931459883227944,0.5981930937618017,0.5945769717916847
disease,AIDS patient,gender,older sister,0.5976091888215807,0.6130444846219487,0.604506462191542
disease,AIDS patient,gender,son,0.5922652116666237,0.5846759009485444,0.5877003883942962
disease,AIDS patient,gender,uncle,0.5989449904300272,0.6078557367436588,0.6026673796586692
disease,AIDS patient,gender,unmarried female,0.6185154882259667,0.6134224836714566,0.6152429739013314
disease,AIDS patient,gender,widowed female,0.6194978272542357,0.6336349286139011,0.6257167868316174
disease,AIDS patient,gender,woman,0.6134546330819527,0.5991041014591852,0.6056206539894143
disease,AIDS patient,gender,younger brother,0.5667461537652545,0.5664577281309499,0.5655709558890926
disease,AIDS patient,gender,younger sister,0.5960262222763371,0.6135322986280217,0.6039297407602563
nationality,Afghans,race,African Americans,0.6668926030397415,0.6612935637434324,0.6636173824469248
nationality,Afghans,race,Africans,0.6248841162990121,0.6105344009165671,0.6165998911156374
nationality,Afghans,sexual_orientation,Asexual,0.6527109980583191,0.64342041015625,0.6476112067699432
nationality,Afghans,religion,Atheists,0.6283993903133605,0.6090845200750563,0.6183805879619386
nationality,Afghans,region,Beijingers,0.6143333204821044,0.5897123755193224,0.601127919028787
nationality,Afghans,nationality,Belgians,0.6562079042196274,0.6516379341483116,0.6534078146020571
nationality,Afghans,sexual_orientation,Bisexual,0.6382440394825406,0.623276449739933,0.6303785261180666
nationality,Afghans,race,Black people,0.6068663926501023,0.5618720214095032,0.5820143596644987
nationality,Afghans,nationality,British,0.6069973100354706,0.5824355582396189,0.5938191562891006
nationality,Afghans,religion,Buddhists,0.6724312355120977,0.688067302107811,0.6799982289473215
nationality,Afghans,nationality,Burmese,0.6481382697820663,0.642736608783404,0.6446448163617224
nationality,Afghans,religion,Christians,0.6526409069697062,0.6464601616064708,0.6490047772725424
nationality,Afghans,nationality,Danes,0.6573177228371302,0.6523224148485396,0.6543191803826226
nationality,Afghans,nationality,Dutch,0.6054776349128821,0.5861727003103647,0.5948888552494538
nationality,Afghans,nationality,Ethiopians,0.6805113280812899,0.6840141961971918,0.6818356936176618
nationality,Afghans,race,Ethnic Chinese,0.6526570320129395,0.6371257990598679,0.6442073941230774
nationality,Afghans,race,Europeans,0.6232934700946013,0.6178871527314186,0.6199976421892643
nationality,Afghans,physical_appearance,Fat man,0.6563840756813685,0.6536173522472382,0.6546519531144036
nationality,Afghans,physical_appearance,Fat woman,0.6258987858891487,0.6017896520594755,0.6133620242277781
nationality,Afghans,physical_appearance,Fatty,0.6167547045385137,0.6002130622372908,0.6077920119552052
nationality,Afghans,race,Filipino,0.6602625389893849,0.6461542536815007,0.6527682304382324
nationality,Afghans,nationality,Finns,0.6308469702800115,0.620099168519179,0.624810683230559
nationality,Afghans,nationality,French,0.6151557130771771,0.5948179513216019,0.6041401384169596
nationality,Afghans,sexual_orientation,Gay,0.6595305336846246,0.6391584823528925,0.6489032738738589
nationality,Afghans,nationality,Georgians,0.6625211901134915,0.6666055503818724,0.6640658345487382
nationality,Afghans,nationality,Germans,0.6102175311909781,0.5802690469556384,0.5939551068676843
nationality,Afghans,sexual_orientation,Heterosexual,0.6225439136226972,0.6018093029657999,0.6112842245234383
nationality,Afghans,religion,Hindus,0.6572611158092817,0.6592547670006752,0.6580265214045843
nationality,Afghans,race,Hispanic Americans,0.6805113280812899,0.6840141961971918,0.6818356936176618
nationality,Afghans,sexual_orientation,Homosexual,0.6409738957881927,0.6185088406006495,0.6289537886778513
nationality,Afghans,region,Hong Kong Residents,0.6805113280812899,0.6840141961971918,0.6818356936176618
nationality,Afghans,nationality,Icelanders,0.6678168260388904,0.6712369637356864,0.6691880772511164
nationality,Afghans,race,Indian,0.6614764779806137,0.6639731725056967,0.6623112025360266
nationality,Afghans,nationality,Indians,0.6368476779510578,0.6273424305642644,0.6316278697922826
nationality,Afghans,nationality,Indonesians,0.6708297034104665,0.6686078011989594,0.6692792634169261
nationality,Afghans,nationality,Iranians,0.6509747753540674,0.6519992742687464,0.6511016314228376
nationality,Afghans,nationality,Iraqis,0.6622819443543752,0.6608832975228628,0.661111609141032
nationality,Afghans,nationality,Irish,0.6533347479999065,0.6492057964205742,0.6507768419881662
nationality,Afghans,nationality,Italians,0.6252473192289472,0.6138922941560546,0.6188904140144587
nationality,Afghans,nationality,Ivorians,0.6625377317269643,0.6553789695103963,0.6584949930508931
nationality,Afghans,race,Jewish,0.6653412083784739,0.6552016610900561,0.6598639860749245
nationality,Afghans,race,Jews,0.6345734274854847,0.6209991699924656,0.6270152745293636
nationality,Afghans,nationality,Kenyans,0.6664581568468184,0.6709549739247277,0.6682600804737636
nationality,Afghans,race,Korean,0.6540731915405819,0.6388346467699323,0.6456300169229507
nationality,Afghans,race,Latino Americans,0.6763267815113068,0.6919371551937528,0.6838346090581682
nationality,Afghans,nationality,Libyans,0.6616156813171175,0.663781056801478,0.6622712860504786
nationality,Afghans,nationality,Moroccans,0.6616248806317647,0.6612226645151774,0.6609552502632141
nationality,Afghans,nationality,Mozambicans,0.6512609902355406,0.646950783001052,0.6486980401807361
nationality,Afghans,nationality,Nigerians,0.6785099804401398,0.6857527057329814,0.6816920598347982
nationality,Afghans,region,Non-First Tier City Residents,0.6805113280812899,0.6840141961971918,0.6818356936176618
nationality,Afghans,sexual_orientation,Non-Heterosexuals,0.6434954603513082,0.6336954567167494,0.6381995876630148
nationality,Afghans,region,Northeasterners,0.6219369816152673,0.6124003315181062,0.6165618188025659
nationality,Afghans,region,Northerners,0.6077547992269198,0.5759211265378528,0.5903991653963372
nationality,Afghans,nationality,Norwegians,0.6631048321723938,0.6664700110753378,0.6643156293365691
nationality,Afghans,nationality,Pakistanis,0.6467568948864937,0.628535270690918,0.636504807199041
nationality,Afghans,nationality,Palestinians,0.6403964027762413,0.6318108757336934,0.6355772475401561
nationality,Afghans,physical_appearance,People Lacking Charisma,0.6282578955094019,0.6141457450058725,0.6208102951447169
nationality,Afghans,region,People from Chengdu,0.6246621178256141,0.6012994074159198,0.6119882232613034
nationality,Afghans,region,People from Chongqing,0.6095748564191893,0.583534320195516,0.5955556166522643
nationality,Afghans,region,People from Fujian,0.6160791276716718,0.5895937178649154,0.6016948366282033
nationality,Afghans,region,People from Guangdong,0.6059742510318756,0.5661784812808037,0.5845426174501578
nationality,Afghans,region,People from Guangzhou and Foshan,0.6472088595231374,0.6331789959222078,0.6396618286768595
nationality,Afghans,region,People from Guizhou,0.609966597519815,0.5774691828216115,0.5922361668199301
nationality,Afghans,region,People from Hebei,0.6182182108362516,0.6035567319227589,0.6103588003251288
nationality,Afghans,region,People from Henan,0.613318145275116,0.5944462898704741,0.6030381990803613
nationality,Afghans,region,People from Hubei,0.6156877875328064,0.5978340183695158,0.6060049831867218
nationality,Afghans,region,People from Hunan,0.625364039093256,0.5955703916649023,0.6087507838383317
nationality,Afghans,region,People from Jilin,0.662822927747454,0.665478670171329,0.6638026975450062
nationality,Afghans,region,People from Liaoning,0.6439587937461005,0.6416194676249115,0.6422076677834546
nationality,Afghans,region,People from Northern Jiangsu,0.648697072551364,0.6390884390899113,0.6430313196920213
nationality,Afghans,region,People from Shandong,0.6101252613244234,0.58491560154491,0.5966479270546524
nationality,Afghans,region,People from Sichuan,0.6021797907849152,0.5754034459590912,0.5877705936630567
nationality,Afghans,region,People from Yunnan,0.6173130980244389,0.5865283440108653,0.6008550670963747
nationality,Afghans,race,People of Japanese Descent,0.6604357222716014,0.6552325089772543,0.6574973384539287
nationality,Afghans,race,People of Thai Descent,0.6635871146406446,0.668913463751475,0.6659308288778577
nationality,Afghans,race,People of Vietnamese Descent,0.6774723827838898,0.6721540411313375,0.6744369765122732
nationality,Afghans,physical_appearance,People who don't dress up much,0.6197917014360428,0.5947027020156384,0.6067130093773206
nationality,Afghans,physical_appearance,People with Good Charisma,0.6249580718576908,0.6108660368869702,0.6174070114890734
nationality,Afghans,physical_appearance,People with Good Figure,0.626009162929323,0.6257947277691629,0.6255257659488254
nationality,Afghans,physical_appearance,People with Ordinary Looks,0.603841382265091,0.5999612480401992,0.6015977482000987
nationality,Afghans,physical_appearance,People with Outstanding Looks,0.6264704905805134,0.6142688918681372,0.6199321988083067
nationality,Afghans,region,Rural People,0.6405922940799168,0.6359659043096361,0.6378707389036814
nationality,Afghans,nationality,Russians,0.6221027545630932,0.6111123032867909,0.6158718191087246
nationality,Afghans,nationality,Saudis,0.614290971196059,0.5841179286891763,0.5978920292673688
nationality,Afghans,nationality,Senegalese,0.6708297034104665,0.6686078011989594,0.6692792634169261
nationality,Afghans,region,Shanghainese,0.6264618250230948,0.6059753447771072,0.6152654845888416
nationality,Afghans,physical_appearance,Short People,0.6438882177074751,0.658103051284949,0.650723934173584
nationality,Afghans,physical_appearance,Skinny,0.6414987428320779,0.638464954164293,0.639390766620636
nationality,Afghans,region,Southerners,0.6257533064732949,0.6092552163948616,0.6167163299396634
nationality,Afghans,nationality,Spaniards,0.6349434458547168,0.6200259741809633,0.6265235649214851
nationality,Afghans,nationality,Sri Lankans,0.6725198606650035,0.679399170478185,0.6755298991998037
nationality,Afghans,sexual_orientation,Straight man,0.6185913812933546,0.5998677344936313,0.608181198889559
nationality,Afghans,nationality,Swedes,0.6323257188002268,0.6183815638224284,0.6247595906257629
nationality,Afghans,nationality,Swiss,0.6543771383308229,0.652001923038846,0.6526809746310824
nationality,Afghans,nationality,Syrians,0.6775215446949006,0.6836575170358022,0.6801449636618296
nationality,Afghans,physical_appearance,Tall People,0.6457985639572144,0.6516987209518751,0.6484035700559616
nationality,Afghans,religion,Taoists,0.6572611158092817,0.6592547670006752,0.6580265214045843
nationality,Afghans,region,Teochew People,0.6209825879218531,0.5980537168535531,0.6084866088395026
nationality,Afghans,nationality,Thai,0.6184845035490782,0.6000894191472427,0.6084556972634965
nationality,Afghans,physical_appearance,Very Exquisite People,0.6379354752245403,0.6208826417014712,0.6289629184064411
nationality,Afghans,nationality,Vietnamese,0.6206795471409957,0.6081302851438523,0.6137469197312991
nationality,Afghans,race,White Americans,0.659840498651777,0.6536692678928375,0.6562154576891944
nationality,Afghans,nationality,Yemenis,0.6867634331186613,0.6893371293942133,0.6876045241951942
race,African Americans,race,Africans,0.6339129007914487,0.6239366938962656,0.6275951722088982
race,African Americans,sexual_orientation,Asexual,0.6549654603004456,0.6485055923461914,0.6511889457702636
race,African Americans,religion,Atheists,0.6038412923614184,0.5845450013875961,0.5937930469711622
race,African Americans,region,Beijingers,0.6168312868651222,0.593160933431457,0.603933812064283
race,African Americans,sexual_orientation,Bisexual,0.6316776350140572,0.6190780711670717,0.6249720876415571
race,African Americans,religion,Buddhists,0.6906250864267349,0.7138604670763016,0.7017829045653343
race,African Americans,religion,Christians,0.6826813995838166,0.6823437213897705,0.681848332285881
race,African Americans,race,Europeans,0.6262440133839846,0.6254691340029239,0.625124043226242
race,African Americans,sexual_orientation,Gay,0.6470086425542831,0.6294707283377647,0.6378513773282369
race,African Americans,sexual_orientation,Heterosexual,0.6267672777175903,0.60676151389877,0.6156782023608685
race,African Americans,religion,Hindus,0.6713273376226425,0.6772857159376144,0.6739806458353996
race,African Americans,race,Hispanic Americans,0.7035115584731102,0.7142281197011471,0.708282932639122
race,African Americans,sexual_orientation,Homosexual,0.6374624848365784,0.6163950905203819,0.6260707288980484
race,African Americans,region,Hong Kong Residents,0.7035115584731102,0.7142281197011471,0.708282932639122
race,African Americans,race,Latino Americans,0.6977913975715637,0.721975768605868,0.709357738494873
race,African Americans,region,Non-First Tier City Residents,0.7035115584731102,0.7142281197011471,0.708282932639122
race,African Americans,sexual_orientation,Non-Heterosexuals,0.6497581253449122,0.6412611107031504,0.6449872155984243
race,African Americans,region,Northeasterners,0.6276102591502039,0.6213056241211138,0.6237451590989765
race,African Americans,region,Northerners,0.6128611610167556,0.584879368957546,0.5973269856638379
race,African Americans,region,People from Chengdu,0.6299126366774241,0.6091849302252134,0.6183975383639335
